en
hmm
ἄλοχος,honored,0.999883
θεός,gods,0.999883
Ἀντίνοος,Antinous,0.999883
μήτε,that,0.999883
τιμήεις,spirit,0.999883
ἐμπάζομαι,have,0.999883
ἐάν,tell,0.999883
αὖ,Then,0.999883
γίγνομαι,But,0.999883
ὧδε,have,0.999883
τοιγάρ,truth,0.999883
πόλεμος,escaped,0.999883
κεφαλή,head,0.999883
ἕζομαι,and,0.999883
ἀργύρεος,a,0.999883
βοῦς,on,0.999883
πω,man,0.999883
μιμνήσκω,in,0.999883
πρόθυρον,he,0.999883
ἄγε,come,0.999883
νύμφη,nymph,0.999883
κρείων,lords,0.999883
ἀλλήλων,one,0.999883
αὐδάω,Then,0.999883
Ὀρέστης,Orestes,0.999883
μακρός,house,0.999883
χρύσεος,over,0.999883
σύν,with,0.999883
Φήμιος,Phemius,0.999883
πᾶς,all,0.999882
ἀνά,woes,0.999882
ἄιστος,should,0.999882
κίων,lofty,0.999882
ἐκ,from,0.999882
ὦ,us,0.999882
βροτός,has,0.999882
εἰς,to,0.999882
πόσις2,food,0.999881
ὄλεθρος,destruction,0.999881
καί,and,0.99988
κτέαρ,son,0.99988
ποῖος,has,0.99988
Λαέρτης,Peisenor,0.999877
θάλασσα,war,0.999875
λέχος,each,0.999871
σφεῖς,Sing,0.999866
θεά,goddess,0.999862
ὕπατος,Father,0.999857
Ὀδυσσεύς,Odysseus,0.999805
Ποσειδεών,Poseidon,0.99976
ταλασίφρων,led,0.999588
Αἰθίοψ,among,0.99937
θρόνος,seated,0.999283
οὐκέτι,say,0.999251
οὐδέ,not,0.999029
ξένος,stranger,0.998787
πῶς2,How,0.998169
γάρ,for,0.998109
ὑλήεις,Same,0.997895
θοός,go,0.997547
μιν,he,0.997111
κεῖμαι,gods,0.996527
βίοτος,that,0.996445
ἀτάρ,But,0.995526
ἐν,in,0.995478
δέ,and,0.994896
Ἀργεῖος,beside,0.98739
φέρω,and,0.986333
ἀναβαίνω,went,0.985204
ἄλκιμος,see,0.98394
δαίω2,my,0.980175
εἷς,one,0.97852
ἵστημι,stand,0.973971
βάλλω,until,0.97316
πρόσφημι,Then,0.97186
φίλος,Dear,0.964054
ἅπας,The,0.961093
ἀνάσσω,lord,0.960912
ὅσος,lord,0.94979
θύρα,it,0.94741
Ἑρμῆς,Hermes,0.937844
Τηλέμαχος,Telemachus,0.924872
χρή,and,0.923567
Ἰθάκη,Ithaca,0.91027
κρατήρ,rows,0.903148
ἄνθρωπος,men,0.902269
ἄλλος,other,0.847004
ἕ,him,0.846058
χόλος,he,0.837648
πολύς,many,0.835407
ὅδε,this,0.832302
νοστέω,he,0.832181
μᾶλλον,for,0.829997
δῖος,goodly,0.824415
γαμέω,bids,0.808866
σύ,thee,0.79545
ἀλλά,But,0.792979
τε,and,0.785887
πέπνυμαι,wise,0.782009
πόλις,city,0.775702
κακός,no,0.771509
λαμβάνω,won,0.766091
ἵνα,that,0.763894
Ὑπερίων,who,0.76203
ὑπό,were,0.755872
οὐ,not,0.752808
αὖτε,Then,0.752781
εἰ,if,0.752236
ποιητός,wellbuilt,0.748739
ἀνήρ,men,0.745747
ἡμέτερος,of,0.742687
πατήρ,father,0.738312
ἑταῖρος,comrades,0.737437
ἕπομαι,followed,0.736941
ἑός,of,0.733037
κτῆμα,in,0.725283
πάσχω,woes,0.724699
